Customer Name,Customer e-mail,Country,Gender,Age,Annual Salary,Credit Card Debt,Net Worth,Car Purchase Amount
Melissa Stafford,rollinslindsay@example.com,Brazil,0,22,39974,38768.13,561987.92,68324.77
Kurt Chase,gardnergregory@example.net,United States,0,21,98696.22,46873.58,539683.04,84375.24
Chad Brooks,marshalltodd@example.net,Brazil,1,64,196922.79,42198.88,538213.35,126777.58
Kara Long,angela97@example.com,Canada,1,49,103391.55,31977,518886.52,87488.6
Jason Cook,jacksonlori@example.net,United States,1,51,116181.28,19698.84,549698.85,97722.38
Tina Mayer,shahdaniel@example.com,United Kingdom,0,48,43585.66,5437.27,288907.68,49025.65
Gene Jones,stephen74@example.net,Japan,0,21,180260.3,29042.06,656343.11,132807.81
Lisa Stokes,tkelly@example.org,Brazil,0,53,152599.94,47119.78,887890.63,138005.78
Edwin Reynolds,jeremiah57@example.net,United States,0,30,125777.49,17445.88,313789.73,77124.34
Christopher Nichols,pferguson@example.com,India,1,54,117391.31,6704.71,43076.04,52144.61
Sherri Stewart,priscillagarrett@example.com,Australia,1,68,24092.4,38876.01,606712.4,62956.72
Timothy Hogan,michelle18@example.org,Japan,0,70,138948.37,46506.64,146499.52,58148.3
Robert May DDS,imalone@example.net,Japan,1,55,112272.92,40747.82,227253.29,55667.79
Jessica Edwards,kzimmerman@example.com,Brazil,1,22,185877.8,15057.81,199880.49,93503.94
Brandon Coleman,kristinahunt@example.com,Australia,1,56,38492.68,36458.91,436855.37,48352.06
Richard Castro,cwallace@example.com,Mexico,1,20,132363.95,46513.59,382772.78,83415.17
Kelsey Flores,todd73@example.net,Brazil,1,39,113420.25,12367.12,640655.66,104254.41
Sharon Kennedy,gregory98@example.com,Australia,0,70,84133.21,27153.9,595285.44,85590.33
Autumn Brown,hopkinsjeremiah@example.org,Germany,0,34,73235.47,13985.48,961748.7,122065.59
Jessica Mann,ihardy@example.net,Japan,0,44,76609.18,13138.14,361960.24,64243.9
Tyler Pace,ijackson@example.net,United States,0,47,102762.37,41009.97,562415.89,87998.74
Lisa Herrera,steven35@example.net,Brazil,1,24,30323.77,46150.16,557535.33,61513.26
Shannon Madden,crossmelanie@example.org,Mexico,1,56,21336.22,17793.82,551940.47,63634.84
Gregory Howell,sonya48@example.com,Australia,0,37,91630.33,5215.99,151999.01,54047.79
Jeremy Stanton,chelseajohnson@example.com,Japan,1,66,124338.8,6719.91,937961.39,139392.73
Seth Li,chrishayes@example.org,Germany,0,68,185550.47,14773.37,188192.36,85759.22
John Golden,larry99@example.net,Brazil,0,32,71327.94,35218.99,808575.43,104871.38
William Armstrong,csantos@example.net,Germany,1,24,142889.92,18129.73,736914.26,128071.29
Miguel Mitchell,smithkelly@example.com,France,0,52,145321.22,20080.62,707277.97,129409.31
Matthew Underwood,katherine67@example.net,Japan,0,19,129837.05,3318.95,400448.27,87132.65
Terry Morales,tina34@example.net,Canada,0,67,70517.5,29745.65,324305.36,57289.61
Geoffrey Jones,danielweaver@example.org,United States,1,25,61255.95,4109.69,545494.96,73953.71
Stephen Ortiz,millerscott@example.net,Brazil,0,36,85006.52,25749.99,298852.29,61738.96
David Rivera,mcleanmary@example.com,Japan,0,25,37856.81,20307.88,527202.64,59272.12
Jeffrey Hobbs,michaelgarcia@example.net,India,1,61,56972.97,4253.54,673355.47,88566.92
Tiffany Lyons,amber92@example.org,Brazil,1,23,177881.15,34042.66,846588.55,148076.34
Dr. Alexander Sullivan,tylerwilliams@example.net,Mexico,1,67,120044.35,42736.04,910808.87,134582.45
Thomas Pearson,jamie07@example.com,United Kingdom,0,25,136499.17,35269.17,515977.28,103121.98
Alex Blair,henryjessica@example.net,Brazil,1,32,119459.31,5765.61,264456.01,75576.96
Tara Garcia,chase78@example.net,India,0,19,149268.51,44934.45,418826.39,95999
Derek Mays,rholmes@example.com,Canada,0,27,122127.39,42732.48,281394.59,68273.33
Krystal Juarez,davisjeffrey@example.com,Japan,1,54,74750.02,47304.24,707492.5,92189.25
Kimberly Finley,joseph43@example.net,Brazil,1,68,36470.57,21979.11,366165.58,51400.9
Christina Richardson,matthewmosley@example.com,Mexico,1,59,188879.79,7171.81,469698.5,124729.73
James Perry,wklein@example.com,Germany,0,35,199840.97,23828.29,201753.11,90518.68
Leslie Young,jimmybrewer@example.net,Germany,1,52,21338.38,36101.18,739806.35,77174.12
Evan French,bthompson@example.net,Canada,1,70,79909.06,45389.16,908711.83,111222.68
Laura Mendoza,christopherwilson@example.org,Canada,1,48,156178.25,36869.9,866641.08,139414.25
Bridget Hatfield,esteele@example.net,France,1,52,137177.97,37297.1,210624.99,70472.49
Joshua Freeman,barnesmichael@example.org,Australia,1,57,133654.49,41029.98,45367.38,45630.42
Steven Solomon,joseph88@example.org,India,0,56,101927.48,32070.34,52350.81,39582.78
Tiffany Dennis,stephaniemurphy@example.com,Canada,0,52,97199.44,44471.96,371695.17,64329.7
Carrie Jackson,ryan55@example.org,Germany,0,37,188947.33,48301.93,13502.76,70831.38
Karina Williams,tranmelissa@example.org,United Kingdom,0,54,137200.45,26561.11,822698.47,135055.66
Travis Kerr,keithturner@example.com,United Kingdom,0,31,170258.33,8366.35,145980.97,78204.99
Megan Harper,stacy44@example.com,Germany,0,19,29061.28,11034.54,497474.72,59260.55
Dominic Rasmussen,josemason@example.org,United States,1,58,39079.28,6809.7,371750.12,54749.79
David Kirby,mbanks@example.net,Australia,1,46,165506.3,17212.8,63846.95,68599.16
David Combs,chenwilliam@example.com,United States,1,64,68535.12,2016.44,537036.16,82302.35
Tiffany Bailey,stantontyler@example.net,United States,1,39,118387.33,25384.33,971568.63,136235.78
Natalie Williams,ryan18@example.com,Australia,1,26,122328.6,23123.14,848715.61,127038.45
Angel Kaiser,michael60@example.net,Japan,0,49,91584.71,5892.81,842653.8,123540.68
Kaitlyn Thompson,daniellin@example.net,Japan,0,27,143445.49,17181.66,989735.92,149797.84
Hayley Carlson,cynthia02@example.org,United Kingdom,0,70,174532.55,16502.28,368999.83,108311.03
Michael Reed,smithkevin@example.org,Mexico,1,43,164313.53,2176.58,324221.77,93924.96
James Burns,zreese@example.net,United States,1,27,174865.52,30329.88,728679.2,137490.36
Kristie Lee,toddraymond@example.org,Germany,0,41,101262.53,24686.18,663248.58,104716.89
Kenneth Reyes,branchlindsey@example.com,Germany,0,30,50917.99,20055.29,692206.99,85405.66
Rodney Hamilton,katrinabrewer@example.com,Mexico,1,35,151205.66,12336.09,971946.22,156955.73
Brittany Middleton,robert72@example.com,Germany,1,56,137057.1,44658.78,678083.39,117914.19
Jeremy Patterson,justingarcia@example.org,Germany,1,57,50582.15,35842.47,553912.91,65904.4
Alyssa Daniels,millerkristen@example.org,France,0,31,35960.23,38741.13,576251.35,63505.14
Tyler Myers,amyhammond@example.com,United States,0,64,166311.23,27448.99,364299.25,97329.36
Austin Allison,jeremywarren@example.net,Germany,0,67,66317.06,38805.82,706026.94,85008.59
Kyle Walker,scampbell@example.org,Brazil,0,47,95177.68,22649.95,568114.83,88017.95
William Bender,njames@example.net,Australia,1,48,101157.21,46496.73,183875.49,52490.91
Matthew Smith,morganjose@example.net,Germany,0,35,106426.03,7588.13,339884.48,70054.17
Jessica Montgomery,stephen20@example.net,Brazil,0,65,167421.69,49562.58,870206.66,141982.87
Cynthia Ford,williamsmegan@example.com,Brazil,1,70,100312.07,9922.27,198977.75,60739.38
Dawn Sampson,nelsontheresa@example.com,United States,0,60,110840.84,32477.65,874156.5,126967.88
Heather Warren,evansheather@example.org,Australia,0,65,140174.9,767.67,281988.54,86866.52
Alicia Mclaughlin,rachelwoods@example.org,Mexico,1,47,27389.74,14573.18,762110.25,83366.07
Sandra Hernandez,franciscobrown@example.net,Australia,1,51,113944.37,21466.6,793481.2,120139.14
Seth Baker,tranbrenda@example.org,United Kingdom,0,48,158482.3,11649.69,83227.42,67380.43
Patricia Lewis,beverlychapman@example.net,France,1,63,23958.51,8277.12,559044.06,59544.83
Christie Clarke,gonzalesdan@example.org,Australia,0,49,30407.27,47342.59,605353.4,67242.53
Jenny Mayo,msimon@example.com,Canada,0,39,69365.55,34889.19,944037.15,112347.99
Toni Galloway,silvaalexander@example.org,Australia,1,32,113535.95,29828.5,898169.52,128226.09
Derrick Rodriguez,christopherperez@example.org,France,1,58,137304.54,30117.35,843596,131498.92
Mrs. Gabriella Morgan,connie09@example.com,United Kingdom,1,68,165544.66,17262.08,241179.89,84908.21
Sue Turner,samanthabishop@example.org,Australia,1,66,67309.73,2217.5,686725.48,98157.88
Robert Warner,medinadiane@example.com,Germany,0,38,31469.81,26200.3,106262.31,16803.28
Robyn Lane,teresacastillo@example.org,United States,0,27,60367.07,37652.84,526940.41,67678.6
Brenda Brown,marissamartinez@example.net,United States,1,50,53708.47,43159.33,954598.82,110790.47
Cory Young,asullivan@example.net,France,1,19,172294.38,3561.99,500409.59,117857.45
Jose Ramirez,kimchristopher@example.org,India,1,24,155908.4,15523.24,993021.55,163046.07
Thomas Yates,johnstonvalerie@example.com,Japan,1,37,184352.2,37174.63,391067.87,103236.22
Janet Hill,jamiekline@example.com,Japan,0,36,181615.12,14305.05,186375.58,91571.5
Casey Hodges,holtjennifer@example.org,Canada,1,64,146240.77,27360.67,446647.21,99574.7
John Gallegos,xscott@example.com,India,1,21,92138.64,25123.9,443953.92,79742.73
Philip Peterson,jameslarson@example.org,Japan,0,61,97428.49,17545.64,857606.81,116871.74
Gail Romero,tylermckay@example.org,Germany,1,27,140152.6,27032.22,741490.58,125352.77
Alex Houston,williamsbenjamin@example.org,Mexico,1,54,104622.43,42827.75,665503.95,102002.2
Margaret Henson,tiffanygreene@example.net,India,0,33,41633.57,2633.87,12460.64,16489.34
Nicholas Sampson,timothylee@example.net,United States,0,68,69132.83,20480.12,266140.66,50759.63
Gina Lopez,noblejoshua@example.net,United States,1,69,119691.17,42533.59,865894.77,125315.83
Judith Travis,jonathannewman@example.com,United Kingdom,0,51,105268,30920.75,229400.46,56387.29
Keith Roberts,hhumphrey@example.com,Mexico,0,29,41596.42,14302.07,386769.2,52152.6
Natasha Rodriguez,pcobb@example.net,Canada,0,57,149443.18,19892.91,83935.32,63587.98
Lindsay Hayes,douglasharvey@example.com,Australia,1,24,193397.6,30115.18,529896.28,120497.54
Mrs. Alicia Paul,haleyduran@example.net,Mexico,0,69,186896.63,23516.6,739527.28,148402.18
Wendy Kaiser,rosekevin@example.com,Japan,1,20,115205.89,5009.2,556267.92,96752.14
Danny Williams,jonesrichard@example.net,United Kingdom,0,51,177682.84,11787.81,960280.6,166131.11
Kevin Church,kconley@example.org,United States,1,59,110853.95,37095.86,715917.96,104907.21
Lori Durham,shanehill@example.com,Japan,0,48,22772.94,49302.34,423439.6,37912.19
Juan Willis,mcruz@example.net,United States,0,21,49905.56,3944.47,473518.62,69202.22
Linda Henry,qrobinson@example.org,India,1,43,101004.81,11848.39,56860.74,47642.76
Jonathon Morris,stacey79@example.net,India,0,60,199556.85,10378.37,349642.75,111099.79
Terry Lewis,tjohnson@example.net,Mexico,1,23,119272.08,12602,272651.2,68005.88
Kaitlyn Rivas,masonbeth@example.org,Australia,0,38,90588.23,35512.25,797378.51,110055.33
Colleen Hall,clarkthomas@example.net,France,0,51,166845.9,6263.88,183149.03,79504.68
Dillon Ball,michael06@example.org,India,1,25,76692.38,21689.65,374787.99,58863.49
Toni Russell,ian30@example.org,United Kingdom,1,34,110927.05,30900.97,403085.02,80229.05
Timothy Taylor,christopher20@example.org,United States,0,29,168321.78,40641.66,67328.82,64779.31
Eric Roberts,parklisa@example.com,Germany,0,59,77340.25,16568.03,926978.72,117823.4
Sandra Yates,john06@example.net,Japan,0,62,29653.57,28028.87,193408.79,30076.01
Samantha Barker MD,walkereddie@example.org,France,0,57,166115.35,16290.46,256199.34,92164.76
Arthur Smith,millerlevi@example.org,India,0,36,135668.9,49453.13,357954.09,82808.9
James Ortiz,batesthomas@example.com,Japan,0,45,93242.84,46168.53,464990.12,77298.48
Anna King,kristine90@example.org,Mexico,1,36,190145.28,23962.2,728542.46,144983.23
Alicia Rubio,richardsbrian@example.com,United States,0,18,73382.19,6876.28,941403.22,119885.14
Mrs. Kathleen Steele,debbie59@example.org,Germany,1,47,79072.47,39866.45,107227.3,30050.15
Sandra Castro,linda37@example.net,Australia,0,62,30041.53,5991.39,67221.44,17245
Jared Robertson,latasha61@example.org,Japan,1,37,124022.47,40253.92,113729.09,57862.38
Mathew Gonzalez,jamie91@example.net,Australia,1,23,40189.08,22247.72,575531.1,71303.35
Katie Williams,utyler@example.net,Japan,1,45,97751.73,25511.38,510688.59,85808.17
Matthew Harris,xgarrett@example.net,United States,0,61,170265.15,4320.5,946042.58,160215.51
Philip Smith,stephanie42@example.net,India,0,52,185905.92,39068.1,971918.28,164762.11
Nancy Hicks,olsonkristin@example.org,United States,0,54,146936.56,25763.45,38896.3,54690.24
Amy Golden,kellymark@example.com,France,1,28,44773.99,17665.42,740167.92,88623.6
Dr. Amber Williams DDS,kevin24@example.net,Mexico,0,70,149811.08,1191.46,174388.16,76185.98
John Ramirez,christopherblanchard@example.net,Australia,1,25,96875.41,33772.74,471137.54,81711.84
Lindsay Walker,gardnerkathryn@example.org,Mexico,0,44,34265.7,48793.97,902163.41,98851.41
Susan Collier,jenniferjohnson@example.org,Australia,1,60,83527.36,13736.85,254385.55,52805.7
Dr. April Green,dianawallace@example.org,United Kingdom,1,44,100419.34,3349.75,771538.8,112574.66
Patricia Chapman,mclaughlinstuart@example.net,France,1,19,151140.27,2250.25,884589.69,145200.69
Debra Simpson,sydney08@example.com,Japan,0,33,70431.75,20450.76,895709.88,114250.71
Mary Pruitt,mholland@example.org,Mexico,0,37,130185.58,38650.91,143572.33,57220.43
Michael Flynn,erinmedina@example.org,United Kingdom,1,21,56979.59,31522.57,265440.82,46796.81
Chad Wolfe,pamela88@example.net,United States,0,32,105912.34,2436.69,197887.91,61191.6
Catherine Alvarado,reginald50@example.org,India,1,35,168215.33,879.63,892090.92,158435.33
Tonya Rivera,kwall@example.net,Canada,1,56,55503.96,18194.19,615449.55,85036.87
Andrew Ortiz,sarah24@example.net,Australia,0,20,136770.14,24368.81,27121.23,52650.04
Justin Bonilla,tamara23@example.net,Mexico,0,52,29295.26,41952.51,793422.82,82948.27
Nathaniel Scott,danielle59@example.net,Australia,1,22,112896.43,41476.08,91048.79,41787.4
Richard Green,ilane@example.com,France,0,34,118456.34,4684.93,474441.94,92659.58
Anthony Cox,colekevin@example.net,United Kingdom,0,28,60003.92,36573.04,127262.89,30679.32
Daniel Morales,jake14@example.org,Mexico,0,59,100144.16,6967.39,699099.18,106285.69
Darius Figueroa,aguilardustin@example.net,Mexico,1,67,147115.37,46452.82,474614,99094.9
Suzanne Faulkner,pittsamanda@example.com,Australia,0,23,188810.11,35169.34,40139.89,68755.07
Laura Warren,mbrown@example.net,United Kingdom,1,66,142023.77,1176.16,571146.04,112507.67
Ryan Chavez,tanya35@example.com,India,0,66,32143.68,32036.96,398352.69,47044.06
Brian Wiggins,laurahanna@example.net,Mexico,1,27,25080.89,8030.68,258119.26,35066.43
Jeffrey Davis,jennifer37@example.com,United Kingdom,0,38,78154.25,15170.27,545527.94,83570.17
Michael Perry,richardsilva@example.com,Canada,0,70,165330.69,38321.45,559223.2,118976.6
Daniel Tate,melinda12@example.net,Australia,1,64,42870.77,35829.46,157914.47,30065.6
Cole Shannon,james15@example.com,Brazil,1,56,146100.98,6535.52,116262.56,68734.07
Mason Stark,jwhite@example.org,France,0,50,197302.43,1984.93,895838.69,170699.87
Carmen Taylor,raylaura@example.org,Brazil,0,49,145264.96,43286.86,838791.58,129221.87
Anthony Bell,melissawagner@example.org,Canada,1,30,128556.86,36510.82,891631.01,133036.78
Danielle Beard,martincarlos@example.net,Mexico,0,22,30268.64,31522.49,634644.56,64538.12
Sabrina Nguyen,april02@example.com,United States,1,36,120529.53,13698.48,725011.69,114779.7
Travis Woods,richardhenderson@example.org,United Kingdom,1,31,144076.38,22391.39,278604.63,77772.35
Barbara Reilly,josephbuckley@example.com,France,0,37,90108.66,27158.71,214467.91,51190.04
Emily Gilbert,wfox@example.com,United Kingdom,0,25,155022.54,25240.88,615105.79,114000.91
Laura Sherman,ugolden@example.org,Australia,1,23,160848.22,42241.7,551690.26,110369.03
Alison Jones,heatherrussell@example.com,Canada,1,52,188362.01,22997.31,600290.59,129661.9
David Davis,jamesmack@example.net,United Kingdom,1,36,142536.02,8896.24,167279.03,68905.03
Randy Evans,lynn51@example.net,United States,0,29,179385.16,26833.57,882448.25,156908.87
Amber Perez,stevencabrera@example.net,India,0,24,154779,30505.36,921483.21,150903.38
Joanne Brooks,davidcox@example.org,Australia,1,34,21020.8,4544.54,960654.48,105205.87
Maria Wilson,aprilgibbs@example.net,Canada,1,21,76140.44,48019.9,281082.26,49806.24
John Bush,kylemartinez@example.com,Australia,0,68,191658.72,6848.52,179776.39,89756.19
Denise Morris,tgray@example.com,Australia,1,50,141340.81,17238.59,458977.21,96289.27
Danny Taylor,lindsey11@example.net,Japan,0,25,172252.69,26484.1,774580.71,142972.26
Richard Alvarado,brandon09@example.org,Australia,0,48,192890.73,45899.97,558850.19,119931.68
Tasha Irwin,xspencer@example.com,Canada,0,38,63231.1,33816.63,726623.75,91148.79
Brittney Johnson,pclark@example.net,India,0,24,147202.83,34557.34,106109.67,62908.93
Jonathan Fowler,stephen37@example.org,Brazil,0,36,65161.02,48084.44,368202.57,51011.85
Justin Brown,jkim@example.org,Mexico,1,34,145685.36,17908.23,519380.25,104472.64
Calvin Evans,combsmelissa@example.org,Germany,1,46,79214.01,42054.79,579429.61,84002.92
Gregory Humphrey,lukeolson@example.com,Canada,1,34,125653.52,36490.71,702779.57,116950.71
Cynthia Hamilton,dillonbianca@example.com,United States,0,57,178379.43,5712.86,550012.21,121396.6
Joseph Contreras,george18@example.net,Mexico,1,28,140955.41,44749.69,661944.7,115837.68
Michelle Garcia,lfields@example.com,Canada,0,58,107810.49,19514.16,218215.83,56261.5
Tamara Adams,taylor45@example.net,Germany,0,36,81609.61,38455.37,645171.52,89087.1
David Pittman,connerjason@example.com,Mexico,0,38,55348.11,48927.74,131764.51,26667.8
Timothy Griffin,laura93@example.net,United States,0,51,75850.08,40095.31,941622.21,118373.61
Brandy Bell,qmoore@example.net,Australia,1,52,80228.97,14455.24,134829.56,40640.38
Troy Jones,turnercourtney@example.org,United Kingdom,0,36,109490.07,22193.17,47683.04,41131.85
Christine Cline,blackerica@example.org,India,0,56,155871.69,49760.39,628302.27,111208.57
Melinda Durham,danielle73@example.com,France,0,34,196556.92,48664.18,974942.25,163601.76
Wayne Thomas,tcastro@example.org,France,0,47,66734.74,39861.55,27595.41,16865.66
Tyler Gray,lortiz@example.net,Canada,0,31,71776.62,49532.29,220446.65,42427.47
Judy Williams,kathryn26@example.net,Germany,0,52,65828.57,14097.25,51227.87,31716.84
Thomas Ochoa,monicacarpenter@example.com,Germany,0,54,94051.07,8731.84,592349.3,90529.48
Randall Flores,nicholas05@example.net,Mexico,1,52,42412.67,22822.61,185541.67,32746.37
Samuel Ortiz,sean73@example.com,India,0,19,144914.88,48571.46,216566.12,70760.09
Brandi Cook,alvinsmith@example.net,Japan,0,54,124336.41,15441.95,574074.31,101463.75
Travis Burns,danielkelly@example.org,Japan,0,30,196614.91,22877.91,822347.08,160830.64
Jonathon Cooper,dhall@example.net,Canada,1,62,184305.54,42111.27,216956.54,89513.88
Troy Wood,swebb@example.com,India,1,30,86156.64,14944.2,748148.71,105431.81
Sandra Moore,sparkssabrina@example.org,Brazil,0,33,154293.44,24015.19,50352.86,64182.97
David Hughes,sabrinadixon@example.org,Brazil,0,67,155311.82,34283.81,937768.49,149887.62
Scott Santos,cainchristian@example.net,Australia,0,64,55149.89,35747.7,606672.59,72080.26
Karl Taylor,bporter@example.net,Mexico,1,38,158706.95,17930.98,967203.76,161180.24
Isaac Henderson,julia18@example.net,United Kingdom,1,55,86143.72,5196.28,791430.16,109494.49
Jason Chavez,yangjason@example.net,Canada,1,32,96930.79,38555.05,912451.36,122264.09
Kristin Green,zacharymendoza@example.org,Canada,0,40,58739.2,10799.74,779663.2,99803.27
Jacob Sawyer,dylanfoster@example.com,Germany,1,49,66628.1,40622.28,717562.4,88677.1
Jeremy Young,heather28@example.net,India,0,57,84774.57,20095.77,256939.19,54609.38
Stacey Perry,alexis55@example.com,France,0,50,44355.74,39687.88,110396.69,24745.6
William Flores,charles42@example.org,Mexico,0,68,182096.99,12767.22,220846.18,90244.76
Vanessa Hooper,rachelnguyen@example.com,Germany,1,55,40454.88,18236.08,873261.6,101658.74
John Lee,scott87@example.org,India,0,70,130010.26,29829.03,126563.58,62618.43
Wesley Gonzales,murrayjennifer@example.com,Canada,0,29,142032.52,36229.54,228868.99,69509.65
Jordan Avery,wrightdaniel@example.net,United Kingdom,0,21,126424.84,48680.21,33657.84,48388.16
Crystal Hall,kristopher14@example.com,Japan,1,29,23520.81,41440.43,55617.68,9883.6
Jordan Baker,scottdaniel@example.net,United Kingdom,0,33,168232.35,31825.42,239428.68,85214.32
Adam Hall,kristiecruz@example.com,Germany,0,57,171420.78,45049.52,34867.57,60923.47
Daisy Crane,brookelee@example.com,Japan,0,69,105537.81,33473.61,124493.32,51573.05
Tyler Holland,uwallace@example.org,Brazil,0,43,98093.47,40640.51,63216.31,37873.72
Jared Riley,karen87@example.com,Germany,0,66,46920.21,611.73,863169.52,102934.89
Patricia Welch,hollygolden@example.net,France,0,33,98967.64,4003.34,198880.07,57114.71
Shawn Cain,huffmanleroy@example.net,Australia,0,28,54446.48,23448.75,874661.84,105120.6
Kimberly Hunt,lauren46@example.com,India,0,66,63665.75,26706.55,200939.62,37755.43
Amanda Reyes,xpeters@example.org,Japan,1,63,159526.88,9994.16,134905.92,79857.39
Kenneth Thomas,dianacombs@example.net,France,0,42,165018.11,16959.48,585839.03,120381.4
Steve Smith,kjenkins@example.org,Canada,1,23,58275.52,7163.16,299399.5,52228.64
Jacqueline Osborne,stephanieallen@example.org,United States,1,32,30747.29,11063.85,511729.06,58339.98
Martin West Jr.,justinharris@example.org,United States,1,22,59900.78,20184.71,708131.04,92691.3
Kim Mcdonald,whitekaren@example.com,Germany,1,30,175544.58,25398.79,990054.31,166180
Joshua Walker,xgutierrez@example.org,Brazil,1,61,29372.09,48083.89,454989.7,49196.46
Chad Wood,james28@example.org,India,0,63,65175.21,15790.55,398082.46,58869.46
Matthew Jarvis,mroberts@example.org,Germany,1,41,56895.54,2487.46,195563.49,42726.09
Kenneth Brown,kcaldwell@example.com,United Kingdom,1,28,86400.41,20111.95,422383.22,77526.81
Kristin Odom,alexanderparker@example.org,Brazil,0,69,119336.06,14457.08,488293.43,93672
Samuel Jones,hawkinsjustin@example.org,India,0,58,47867.79,31909.59,864813.38,97911.63
Christopher Villarreal,thompsondebra@example.org,Japan,1,20,126417.31,40778.05,149190.1,58789.72
Benjamin Scott,mhamilton@example.net,Brazil,0,70,82095.97,47041.63,634986.72,87314.9
Stephanie Meadows,zmarsh@example.net,United States,1,40,75178.54,13142.63,445907.92,70905.52
Brad Gomez,robert46@example.org,Germany,0,63,70035.46,4234.02,528179.44,80293.24
Donna Marshall,robert37@example.org,Australia,1,32,33502.59,35916.3,574705.11,64973.2
Jim Mcdaniel DVM,reginaclark@example.net,Canada,0,49,154454.82,812.88,74732.97,66218.47
Eric Rowe,michellekirk@example.org,Brazil,0,47,32560.57,49330.96,203371.33,20563.05
Gina Miller,dakota53@example.net,Brazil,0,50,57574.65,8389.26,192808.88,40426.21
Thomas Hubbard,marcusthomas@example.org,India,1,45,78415.48,16657.35,406972.31,68076.62
Stephanie Maldonado,mgarcia@example.net,United States,0,58,68773.32,28917.89,234318.23,43391.3
Mariah Aguilar,bgoodwin@example.net,France,0,38,51420.51,14788.97,410205.5,60960.19
Mark Pugh,josephgarcia@example.com,France,0,28,45338.76,21505.23,863013.91,103086.94
Lisa Warren,kellyanderson@example.com,United States,1,24,59478.86,11040.59,871952.81,111229.59
Meghan Peters,hunter70@example.net,Germany,1,62,37637.16,4119.38,855271.46,100458.5
Patrick Mercer,gregoryhicks@example.org,India,0,39,31451.36,37391.91,843393.51,93916.83
Alexandra Scott,katiewilliams@example.org,Japan,1,39,74586.06,33753.12,295466.17,56133.95
Annette Gonzales,raymond59@example.net,United Kingdom,0,31,35386.92,35358.72,339054.51,40538.64
Richard Parsons,roblescarl@example.org,India,1,26,173128.18,31141.57,533896.46,115501.5
Mark Peters,john94@example.com,Australia,1,23,124353.05,44322.18,38989.11,47855.53
Cynthia Giles,xcraig@example.com,Canada,0,33,108832.08,31420.9,325009.04,68858.36
Amy Garza,desiree47@example.com,Canada,0,57,123808.12,24722.31,969711.54,136713.57
William Mendoza,deborahbooth@example.net,United States,1,49,72513.94,10279.1,510624.82,77159.6
Timothy Parsons,jennifer11@example.net,Australia,0,54,119858.74,28086.71,554871.2,99188.57
Erica Cole,amanda76@example.com,France,0,59,136857.52,539.65,658677.52,116592.06
Joel Pierce,kimsantos@example.org,Mexico,0,47,50423.92,20029.13,706829.91,83919.58
Nancy Carter,allison01@example.org,United States,0,32,172048.3,42118.73,360520.28,93136.98
Daniel Jimenez,brookskelsey@example.com,India,1,55,134810.27,29465.42,525294.19,96720.58
Todd Wilson,denise30@example.com,Brazil,1,25,190032.1,5790.74,54636.3,85076.28
Jenny Thomas,mary76@example.com,France,1,68,48492.68,7554.35,817452.91,104211.53
Lauren Atkins,adavis@example.com,India,0,33,114504.66,42558.63,914520.32,124148.67
Gary Lopez,callahanmary@example.org,United States,1,35,180124.93,41559.17,889212.18,156750.52
Sarah Collins,reneemaldonado@example.com,United States,0,29,29028.22,25411.88,720190.24,82492.73
Kelly Irwin,karnold@example.org,Germany,0,46,120680.58,2348.27,619735.21,108741.59
Elizabeth Gordon,stuartsean@example.org,United Kingdom,0,31,97944.09,46605.93,377808.43,65654.24
Donna Hood,debra51@example.com,Canada,1,66,138393.62,23852.99,16869.37,54664.09
Daniel Leonard,dannywhite@example.com,Japan,1,19,105550.71,16491.29,455078.31,79455.41
Monica Castro,xrollins@example.org,Germany,1,58,60352.11,4854.48,301571.51,57950.26
Evelyn Francis,jill73@example.org,United States,0,43,70544.39,24485.55,46032.43,25323.94
David Delacruz,elizabethowens@example.net,France,1,47,119094.98,14888.45,559579.64,100294.4
Michelle Cowan,jackrivas@example.org,Canada,0,50,41876.13,23491.51,132173.69,24032.8
Jessica Haynes,kaitlyn47@example.net,India,0,56,70356.55,890.79,400577.49,72702.23
Scott Hurley,johnsonrenee@example.com,Australia,1,24,181303.44,45544.07,23548.68,64594.18
Stephanie Aguilar,jcase@example.com,Brazil,0,35,117063.18,7702.61,824562.63,126748.04
Jessica Murray,bradleyantonio@example.net,United Kingdom,1,57,68671.08,12133.31,390031.3,62638.01
Michele Bradford,kgregory@example.net,France,0,25,186717.82,7951.08,52725.79,74918.97
Garrett Porter,kruegerjack@example.org,India,1,68,189197.38,18972.79,272063.88,96683.46
William Lopez,ymoreno@example.net,Australia,0,35,174691.7,16878.01,125336.91,79325.18
Paul Fowler,vevans@example.net,United States,1,51,174259.13,22929.06,490968.9,118485.44
Gregory Davis,christopher61@example.net,Japan,0,55,146397.01,44486.23,601303.23,109075.72
Adam Rodriguez,chelsea88@example.com,Canada,1,30,104601.49,49924.61,471202.41,77491.68
Breanna Michael,kevin77@example.org,Australia,0,44,67091.21,11911.91,55790.44,31951.59
Adam Bryant,hayesmark@example.com,Japan,1,51,74603.19,8373.46,298627.91,56572.61
Alicia Khan,thompsonveronica@example.org,United States,1,45,188263.85,24001.83,600110.07,128559.96
Arthur Hopkins,michael18@example.net,Brazil,0,44,70333.56,40026,54572.87,23149.96
